hour,value,Technology
783,0.0,curtailment
784,0.0,curtailment
785,0.0,curtailment
786,0.0,curtailment
787,0.0,curtailment
788,0.0,curtailment
789,0.0,curtailment
790,0.0,curtailment
791,0.0,curtailment
792,25.771118186679814,curtailment
793,234.07311695088993,curtailment
794,625.7904881722634,curtailment
795,1043.164805242177,curtailment
796,1298.9899284968978,curtailment
797,1328.6022033281506,curtailment
798,308.3543480345015,curtailment
799,0.0,curtailment
800,0.0,curtailment
801,0.0,curtailment
802,0.0,curtailment
803,0.0,curtailment
804,4901.261323444627,curtailment
805,3920.9006336146795,curtailment
806,1797.1557826930048,curtailment
807,0.0,curtailment
808,0.0,curtailment
809,0.0,curtailment
810,0.0,curtailment
811,0.0,curtailment
812,0.0,curtailment
813,0.0,curtailment
814,0.0,curtailment
815,0.0,curtailment
816,0.0,curtailment
817,0.0,curtailment
818,394.7691775453668,curtailment
819,1552.274212747724,curtailment
820,2216.5305481019795,curtailment
821,2741.141339146927,curtailment
822,2697.905628093409,curtailment
823,2843.129153314978,curtailment
824,0.0,curtailment
825,0.0,curtailment
826,0.0,curtailment
827,0.0,curtailment
828,0.0,curtailment
829,0.0,curtailment
830,0.0,curtailment
831,0.0,curtailment
832,11336.00196340822,curtailment
833,18428.34514839879,curtailment
834,19004.683609937223,curtailment
835,19531.34671257947,curtailment
836,19800.267689971646,curtailment
837,19630.943479337722,curtailment
838,19839.369706630987,curtailment
839,19866.763608623267,curtailment
840,19933.663729257816,curtailment
841,16431.46646815435,curtailment
842,12766.778196886586,curtailment
843,12643.500968468165,curtailment
844,12515.417935268259,curtailment
845,12067.805174365596,curtailment
846,10672.38534739079,curtailment
847,9353.48495021683,curtailment
848,0.0,curtailment
849,0.0,curtailment
850,10020.6352707665,curtailment
851,14139.839957618242,curtailment
852,19192.912317846196,curtailment
853,19000.308953612315,curtailment
854,10808.940431521216,curtailment
855,8367.863606398621,curtailment
856,0.0,curtailment
857,9326.71858426474,curtailment
858,3202.0105065367497,curtailment
859,2000.2407231357602,curtailment
860,848.9479807182261,curtailment
861,0.0,curtailment
862,0.0,curtailment
863,0.0,curtailment
864,324.2517103850241,curtailment
865,719.6929792955616,curtailment
866,1250.7393730899948,curtailment
867,1516.5033690643704,curtailment
868,1598.427804118277,curtailment
869,1437.9701403944082,curtailment
870,722.9191915098108,curtailment
871,329.74139097723037,curtailment
872,0.0,curtailment
873,0.0,curtailment
874,0.0,curtailment
875,0.0,curtailment
876,0.0,curtailment
877,0.0,curtailment
878,0.0,curtailment
879,0.0,curtailment
880,1196.292477911792,curtailment
881,731.815885745661,curtailment
882,477.8920758822014,curtailment
883,315.9795153900586,curtailment
884,107.54302849734268,curtailment
885,18.232761683674653,curtailment
886,0.0,curtailment
887,0.0,curtailment
888,0.0,curtailment
889,0.0,curtailment
890,0.0,curtailment
891,0.0,curtailment
892,0.0,curtailment
893,0.0,curtailment
894,0.0,curtailment
895,0.0,curtailment
896,1127.1623705590491,curtailment
897,0.0,curtailment
898,0.0,curtailment
899,0.0,curtailment
900,0.0,curtailment
901,0.0,curtailment
902,0.0,curtailment
903,0.0,curtailment
904,0.0,curtailment
905,9838.381943298367,curtailment
906,10372.690004004835,curtailment
907,10892.290750559905,curtailment
908,11294.428272234392,curtailment
909,12048.856742786567,curtailment
910,20063.68510407814,curtailment
911,20822.138008764676,curtailment
912,21817.239476495186,curtailment
913,22153.346181181205,curtailment
914,21798.0221585467,curtailment
915,20944.66589960477,curtailment
916,19712.92262206081,curtailment
917,11315.021203659788,curtailment
918,8980.159102089372,curtailment
919,6891.889955875011,curtailment
920,0.0,curtailment
921,0.0,curtailment
922,0.0,curtailment
923,0.0,curtailment
924,0.0,curtailment
925,0.0,curtailment
926,0.0,curtailment
927,0.0,curtailment
928,9386.747017747943,curtailment
929,10237.004989993728,curtailment
930,17348.82211266966,curtailment
931,18897.39956990277,curtailment
932,19707.830632216894,curtailment
933,20599.575379627913,curtailment
934,21268.70080998593,curtailment
935,21521.455193641887,curtailment
936,21402.606737143542,curtailment
937,20961.09176311273,curtailment
938,20660.327913025343,curtailment
939,13139.054977813299,curtailment
940,12431.574777675727,curtailment
941,11966.357489866941,curtailment
942,10927.775648583895,curtailment
943,9911.2774276133,curtailment
944,0.0,curtailment
945,0.0,curtailment
946,14816.731127736351,curtailment
947,25614.652925213748,curtailment
948,27203.139645673305,curtailment
949,18334.720762841305,curtailment
950,16195.834810744624,curtailment
951,0.0,curtailment
952,15420.09866475752,curtailment
953,15293.354954751236,curtailment
954,15513.923340678339,curtailment
955,22430.41176389252,curtailment
956,23010.941046778127,curtailment
957,23182.16599606447,curtailment
958,16406.05110294933,curtailment
959,16410.423210408146,curtailment
960,16330.713550803128,curtailment
961,15380.931298360461,curtailment
962,14501.510957793951,curtailment
963,13538.072804853682,curtailment
964,12578.866360518092,curtailment
965,11507.045446659256,curtailment
966,9660.84692609595,curtailment
967,7843.00004828541,curtailment
968,0.0,curtailment
969,0.0,curtailment
970,0.0,curtailment
971,0.0,curtailment
972,0.0,curtailment
973,0.0,curtailment
974,0.0,curtailment
975,0.0,curtailment
976,0.0,curtailment
977,0.0,curtailment
978,0.0,curtailment
979,0.0,curtailment
980,0.0,curtailment
981,1007.8369715375247,curtailment
982,2864.1407488878194,curtailment
983,4486.151031450459,curtailment
984,5322.135551077759,curtailment
985,5832.053436322809,curtailment
986,6402.493829490492,curtailment
987,6971.618126994812,curtailment
988,7875.600148095044,curtailment
989,8903.952572191023,curtailment
990,9092.444008817727,curtailment
991,8925.133889764325,curtailment
992,10732.132135415708,curtailment
993,14508.133796681239,curtailment
994,17816.730269446194,curtailment
995,20507.112085941226,curtailment
996,28007.55788276468,curtailment
997,20335.73548538619,curtailment
998,17968.87945458616,curtailment
999,14760.102123945802,curtailment
1000,0.0,curtailment
1001,16082.180934933238,curtailment
1002,10603.03882337198,curtailment
1003,8182.5158002924145,curtailment
1004,8279.255725895371,curtailment
1005,8543.514960942775,curtailment
1006,8922.865515918485,curtailment
1007,9052.062892239224,curtailment
1008,8712.080516394362,curtailment
1009,8157.29928957706,curtailment
1010,7474.824631890654,curtailment
1011,6686.627184136116,curtailment
1012,5523.725625246545,curtailment
1013,3808.820653197138,curtailment
1014,1180.2761924413362,curtailment
1015,0.0,curtailment
1016,0.0,curtailment
1017,0.0,curtailment
1018,0.0,curtailment
1019,0.0,curtailment
1020,3442.4925625276683,curtailment
1021,1976.2109211127536,curtailment
1022,666.0552175339899,curtailment
1023,0.0,curtailment
1024,0.0,curtailment
1025,909.6738542518033,curtailment
1026,1752.9299575876212,curtailment
1027,2956.3631047972776,curtailment
1028,4521.036462903519,curtailment
1029,5870.162475529862,curtailment
1030,6823.124042449815,curtailment
1031,7853.888011285735,curtailment
1032,9294.786084812127,curtailment
1033,10191.536856824372,curtailment
1034,12299.40402127459,curtailment
1035,17343.715520631093,curtailment
1036,10105.094486639302,curtailment
1037,9197.55458794304,curtailment
1038,7450.2490831139985,curtailment
1039,5896.87269402359,curtailment
1040,0.0,curtailment
1041,0.0,curtailment
1042,5767.550075272291,curtailment
1043,6403.875067709258,curtailment
1044,6138.065487585594,curtailment
1045,5685.964531338323,curtailment
1046,5028.580219397663,curtailment
1047,0.0,curtailment
1048,0.0,curtailment
1049,3242.250821850871,curtailment
1050,2315.8005214812747,curtailment
1051,2348.812929819316,curtailment
1052,2629.1246702955523,curtailment
1053,3063.9110612287095,curtailment
1054,3469.2090764410395,curtailment
1055,3653.7355681031004,curtailment
1056,3717.783502024987,curtailment
1057,3755.1513104339247,curtailment
1058,3849.1937765795947,curtailment
1059,3284.2170698264736,curtailment
1060,2034.2319117570532,curtailment
1061,778.6724052922564,curtailment
1062,0.0,curtailment
1063,0.0,curtailment
1064,0.0,curtailment
1065,0.0,curtailment
1066,0.0,curtailment
1067,2531.5780156267283,curtailment
1068,3559.288361952771,curtailment
1069,3641.2351016316943,curtailment
1070,3025.1200508716374,curtailment
1071,0.0,curtailment
1072,0.0,curtailment
1073,0.0,curtailment
1074,0.0,curtailment
1075,0.0,curtailment
1076,0.0,curtailment
1077,0.0,curtailment
1078,0.0,curtailment
1079,0.0,curtailment
1080,312.1862477563109,curtailment
1081,98.4825818755462,curtailment
1082,0.0,curtailment
1083,0.0,curtailment
1084,0.0,curtailment
1085,0.0,curtailment
1086,0.0,curtailment
1087,0.0,curtailment
1088,0.0,curtailment
1089,0.0,curtailment
1090,5523.44116206145,curtailment
