Onshore turbines,Offshore trubines fixed,Utility scale PV,"Biogas, Basic plant, large",CCS
0.0,128828.14248361078,0.0,0.0,0.0
0.0,129675.4561780658,0.0,0.0,0.0
0.0,129986.69866330334,0.0,0.0,0.0
0.0,130049.67911003531,0.0,0.0,0.0
0.0,129745.07333275782,0.0,0.0,0.0
0.0,128947.68516155783,0.0,0.0,0.0
0.0,127313.36168695144,0.0,0.0,0.0
0.0,123854.95405088097,89.24815230058805,0.0,0.0
0.0,118580.81958929608,393.3529675470362,0.0,0.0
0.0,110919.60056341391,750.3455767493884,0.0,0.0
0.0,103622.85424422668,918.9254199838326,0.0,0.0
0.0,97375.06283294731,763.5675252383645,0.0,0.0
0.0,90682.20231501377,423.10235164723224,0.0,0.0
0.0,85516.08505500086,72.72071668936803,0.0,0.0
0.0,84357.8293024176,0.0,0.0,0.0
0.0,83165.40679404003,0.0,0.0,0.0
0.0,82080.91955256826,0.0,0.0,0.0
0.0,82169.51823825714,0.0,0.0,0.0
0.0,83831.01671047772,0.0,0.0,0.0
0.0,87112.22697517044,0.0,0.0,0.0
0.0,90850.03182289239,0.0,0.0,0.0
0.0,92646.2581978575,0.0,0.0,0.0
0.0,93675.43953966218,0.0,0.0,0.0
0.0,93989.6043613266,0.0,0.0,0.0
0.0,96944.08648887498,0.0,0.0,0.0
0.0,97276.05844465438,0.0,0.0,0.0
0.0,97735.19300233501,0.0,0.0,0.0
0.0,98840.62820679178,0.0,0.0,0.0
0.0,102273.82727723625,0.0,0.0,0.0
0.0,105938.13672940059,0.0,0.0,0.0
0.0,108617.09988616307,0.0,0.0,0.0
0.0,109691.4545405847,13.221948488976007,0.0,0.0
0.0,110697.93997985935,52.88779395590403,0.0,0.0
0.0,111769.67272496346,95.85912654507607,0.0,0.0
0.0,111588.59711272013,109.08107503405208,0.0,0.0
0.0,111775.57202092794,95.85912654507607,0.0,0.0
0.0,111152.65006556662,59.49876820039203,0.0,0.0
0.0,110070.12925608299,9.916461366732007,0.0,0.0
0.0,108334.78033808475,0.0,0.0,0.0
0.0,107379.01245717147,0.0,0.0,0.0
0.0,107381.22469315818,0.0,0.0,0.0
0.0,106941.3447820283,0.0,0.0,0.0
0.0,104861.70639676922,0.0,0.0,0.0
0.0,101631.51411754718,0.0,0.0,0.0
